CODIGO,NOMBRE,UNITID,PRECIOVENTA,COSTOFINANCIERO,IDLINEA,IDCATEGORIA,CodIDProveedor,ESTADO,TIPOFABRICANTE,NUMEROPARTE,LINEA,CATEGORIA,UEN,MARCA,PRECIOMINIMO,DESCRIPCION,IMAGEN150,IMAGEN450
RANACC0896,CAJA PORTA EXTINTOR PARA 12 KG,UN,36390,15132.8,5637148402,5637147587,89086144/0001-16,Normal,GENUINO,100000151100_1,CAJAS PORTA ACCESORIOS,ACCESORIOS,CAJA DE CARGA EQUIPOS,RANDON,32889,MEDIDAS ALTO 770/ANCHO 310 /LARGO 260,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANACC0896.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANACC0896.jpg?alt=media
RANACC0895,CAJA PORTA EXTINTOR PARA 9 KG,UN,34390,14515.2,5637148402,5637147587,89086144/0001-16,Normal,GENUINO,100000154848_1,CAJAS PORTA ACCESORIOS,ACCESORIOS,CAJA DE CARGA EQUIPOS,RANDON,30528,MEDIDAS ALTO 690/ANCHO 310 /LARGO 260,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANACC0895.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANACC0895.jpg?alt=media
RANELE0119,FOCO PATENTE BLANCO 24 VOLTS,UN,5590,1405.4,5637148404,5637147587,89086144/0001-16,Normal,GENUINO,1.00E+11,FOCOS RQ / SEMIRQ,ACCESORIOS,CAJA DE CARGA EQUIPOS,RANDON,3886,FOCO PATENTE COLOR BLANCO-CRISTAL PARA AMPOLLETA  2003 RQ FORESTAL,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANELE0119.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANELE0119.jpg?alt=media
JOSENG0137,PIÑA CONTENEDOR JOST,UN,38990,18929.3,5637148633,5637148371,8.44E+11,Normal,OEM,1.00E+11,PIÑAS,ENGANCHE,SUSPENSION Y ENGANCHE,JOST,38047,NUEVO MODELO  ANCHO LADO EXTERNO 91 MM,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FJOSENG0137.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FJOSENG0137.jpg?alt=media
JOSENG0138,PIÑA CONTENEDOR JOST CONTORNO LATERAL,UN,41990,19941.5,5637148633,5637148371,8.44E+11,Normal,OEM,1.00E+11,PIÑAS,ENGANCHE,SUSPENSION Y ENGANCHE,JOST,50054,NUEVO MODELO/IDENTICA A JOSENG0137 PERO CON CONTORNO LATERAL,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FJOSENG0138.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FJOSENG0138.jpg?alt=media
RANECO0002,BALANCIN ESTAMPADO 50 MM.,UN,105990,20271.5,5637148645,5637148373,10523280/0001-76,Normal,GENUINO,1.00E+11,BALANCINES / TORRES,SUSPENSIONES,SUSPENSION Y ENGANCHE,RANDON,82422,SR EN GENERAL  CURVO L:430 X 117,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANECO0002.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANECO0002.jpg?alt=media
RANSUS0493,BALANCIN LUB FREE,UN,135490,36062.1,5637148645,5637148373,10523280/0001-76,Normal,GENUINO,1.00E+11,BALANCINES / TORRES,SUSPENSIONES,SUSPENSION Y ENGANCHE,RANDON,138100,SISTEMA LUB FREE  BUJE PASADOR M30,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANSUS0493.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANSUS0493.jpg?alt=media
RANSUS0515,AMORTIGUADOR SUSPENSION FS250,UN,99990,49943.6,5637148644,5637148373,10523280/0001-76,Normal,GENUINO,1.00E+11,AMORTIGUADORES,SUSPENSIONES,SUSPENSION Y ENGANCHE,RANDON,103994,SUSPENSION FS250  COFAP 45223,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANSUS0515.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANSUS0515.jpg?alt=media
SPYSUS0043,AMORTIGUADOR SUSPENSION NEUMATICA BAJA,UN,135490,33256.9,5637148644,5637148373,10523280/0001-76,Normal,OEM,1.00E+11,AMORTIGUADORES,SUSPENSIONES,SUSPENSION Y ENGANCHE,SUSPENSYS,103816,SUSPENSION NEUMATICA COMBINADA BAJA/COFAP 45145  PARA PERNO D24 MM,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FSPYSUS0043.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FSPYSUS0043.jpg?alt=media
RANECO0001,PASADOR BALANCIN 50 MM.,UN,29990,10264.8,5637148648,5637148373,10523280/0001-76,Normal,GENUINO,1.00E+11,OTROS COMPONENTES SUSPENSIONES,SUSPENSIONES,SUSPENSION Y ENGANCHE,RANDON,37070,SUSPENSION ESTAMPADA Y 2000  L:202MM DECANAL:165,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRANECO0001.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRANECO0001.jpg?alt=media
HDPEMB0001,RODAMIENTO EMPUJE VW 9-150 RODAMIENTO MEDIO,UN,50290,20065.2,5637148552,5637148354,007784609/0001-48,Normal,ALTERNATIVO,100035_1,OTROS REP DE EMBRAGUE,EMBRAGUE,POTENCIA Y TRANSMISION,3M,43714,MOTOR MWM CAJA ZF TEG 141 165,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FHDPEMB0001.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FHDPEMB0001.jpg?alt=media
RIWANT0003,LUBRICANTE ANTICORROSIVO WD-40 311 GRS,UN,5490,3124.6,5637148607,5637148366,78615470-7,Normal,GENUINO,100050022_1,ANTICORROSIVOS,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,5268,ANTICORROSIVO 311 GRS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWANT0003.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWANT0003.jpg?alt=media
RIWANT0001,LUBRICANTE ANTICORROSIVO WD-40 155 GRS,UN,3990,1968,5637148607,5637148366,78615470-7,Normal,GENUINO,100050050_1,ANTICORROSIVOS,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,3262,ANTICORROSIVO 155 GRS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWANT0001.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWANT0001.jpg?alt=media
RIWANT0002,LUBRICANTE ANTICORROSIVO WD-40 254 GRS FLEXI TAPA,UN,4990,3111.9,5637148607,5637148366,78615470-7,Normal,GENUINO,100050060_1,ANTICORROSIVOS,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,4587,ANTICORROSIVO 254 GRS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWANT0002.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWANT0002.jpg?alt=media
RIWPRO0003,WD-40 SPECIALIST PENETRANTE 311 GRS.,UN,6290,2687.5,5637148609,5637148366,78615470-7,Normal,GENUINO,100050086,PROFESIONAL,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,4420,PENETRANTE 311 GRS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWPRO0003.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWPRO0003.jpg?alt=media
RIWPRO0002,WD-40 SPECIALIST LUBRICANTE DE SILICONA 311 GRS.,UN,4690,2403.4,5637148609,5637148366,78615470-7,Normal,GENUINO,100050087,PROFESIONAL,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,4129,LUBRICANTE DE SILICONA 311 GRS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWPRO0002.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWPRO0002.jpg?alt=media
RIWPRO0001,WD-40 SPECIALIST LIMPIA CONTACTOS 326 ML,UN,5990,2611,5637148609,5637148366,78615470-7,Normal,GENUINO,100050093,PROFESIONAL,LIMPIEZA Y PROTECCION,SEGURIDAD Y HERRAMIENTAS,WD-40,4958,WD-40 Specialist LIMP. D/CONTACTOS 8OZ/226G/281ML 6C,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FRIWPRO0001.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FRIWPRO0001.jpg?alt=media
MOBLUB0098,ACEITE MOTOR MOBIL DELVAC SUPER 20W50,BO,8490,6237,5637148491,5637148340,99520000-7,Descontinuado,ALTERNATIVO,100076_1,ACEITES,LUBRICANTES,INSUMOS PARA EQUIPOS BUSES Y CAMIONES,MOBIL,8406,BOTELLA 4 LTS 4X4 DIESEL,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMOBLUB0098.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMOBLUB0098.jpg?alt=media
VIDVID0128,VIDRIO FIJO SALA LI/LD VIAGGIO 900 /1050 G7,UN,125790,44463.6,5637148465,5637148335,411,Normal,OEM,10008269_2,VIDRIOS,VIDRIOS Y PARABRISAS DE BUSES,CARROCERIAS BUSES,VIDROFORTE,140793,ANCHO 1690 ALTO 1065 / VIAGGIO/PARADISO PDSO 1200 G7 / QUEILENBUS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FVIDVID0128.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FVIDVID0128.jpg?alt=media
MG7TEC0003,FOCO TROCHA AMARILLO/AMARILLO G7,UN,16790,4707.9,5637148445,5637148331,88611835/0008-03,Normal,OEM,10008322_1,FAROLES / OPTICOS / SOQUETES,ILUMINACION,CARROCERIAS BUSES,MARCOPOLO,24600,TODOS LARGO 1636 /PADRON CHILE,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TEC0003.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TEC0003.jpg?alt=media
MG7TRA0004,LUNETA TRASERA SIN BAÑO G7 / D/P,UN,229390,65129.4,5637148462,5637148335,411,Normal,GENUINO,10008410_1,LUNETAS,VIDRIOS Y PARABRISAS DE BUSES,CARROCERIAS BUSES,MARCOPOLO,228516,TODOS / ALTERNATIVO MG7TRA0016 PERO CON SERIGRAFIA BAÑO,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TRA0004.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TRA0004.jpg?alt=media
MG7LAT0251,FOCO LATERAL POSICION AMARILLO G7,UN,11990,5474.5,5637148432,5637148327,2484,Descontinuado,ALTERNATIVO,10008544_2,LATERAL,CARROCERIA EXTERNA,CARROCERIAS BUSES,PRIORITY,11133,LED,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7LAT0251.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7LAT0251.jpg?alt=media
MG7INT0036,MULTIPLEX G7 DISPLAY 3ª GENERACION,UN,281890,77954,5637148436,5637148328,88611835/0008-03,Descontinuado,GENUINO,10008582-3_1,ELECTRICO BUSES,CARROCERIA INTERNA,CARROCERIAS BUSES,MARCOPOLO,238393,REEMPLAZADO POR MG7INT0139  // ARTICULO PARA BUSES DESDE MARZO 2016 HACIA ATRÁS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7INT0036.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7INT0036.jpg?alt=media
MG7TEC0004,FOCO TROCHA BLANCO G7,UN,36290,5532.4,5637148445,5637148331,88611835/0008-03,Normal,OEM,10008604_2,FAROLES / OPTICOS / SOQUETES,ILUMINACION,CARROCERIAS BUSES,MARCOPOLO,24320,TODOS LUZ BLANCA LARGO 1636,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TEC0004.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TEC0004.jpg?alt=media
MG7TEC0005,FOCO TROCHA CENTRAL TRASERO ROJO G7,UN,41390,14573.5,5637148445,5637148331,88611835/0008-03,Normal,OEM,10008605_1,FAROLES / OPTICOS / SOQUETES,ILUMINACION,CARROCERIAS BUSES,MARCOPOLO,34371,PARADISO 1200 / 1600 D/P,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TEC0005.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TEC0005.jpg?alt=media
MG7TEC0001,FOCO TROCHA TRASERO DER. G7,UN,64890,14402.8,5637148445,5637148331,88611835/0008-03,Normal,OEM,10008606_1,FAROLES / OPTICOS / SOQUETES,ILUMINACION,CARROCERIAS BUSES,MARCOPOLO,51153,TODOS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TEC0001.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TEC0001.jpg?alt=media
MG7TEC0002,FOCO TROCHA TRASERO IZQ. G7,UN,68290,13310.2,5637148445,5637148331,88611835/0008-03,Normal,OEM,10008608_1,FAROLES / OPTICOS / SOQUETES,ILUMINACION,CARROCERIAS BUSES,MARCOPOLO,49149,TODOS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7TEC0002.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7TEC0002.jpg?alt=media
MG7FRT0033,MASCARA SOBRE PARACHOQUES VIAGGIO 900 G7,UN,76190,28288.8,5637148431,5637148327,88611835/0008-03,Normal,GENUINO,10014283_1,FRENTE,CARROCERIA EXTERNA,CARROCERIAS BUSES,MARCOPOLO,116314,UNA PIEZA,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7FRT0033.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7FRT0033.jpg?alt=media
MOBLUB0027,ACEITE TRANSMISION MOBILUBE HD PLUS 80W90 GL5,BA,41990,31281,5637148491,5637148340,99520000-7,Descontinuado,ALTERNATIVO,100212_1,ACEITES,LUBRICANTES,INSUMOS PARA EQUIPOS BUSES Y CAMIONES,MOBIL,41638,BALDE 19 LTS,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMOBLUB0027.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMOBLUB0027.jpg?alt=media
MARLAT0064,SEGURO RAPIDO TORINO/VIALE,UN,7290,2304.3,5637148432,5637148327,2484,Normal,OEM,100250007_1,LATERAL,CARROCERIA EXTERNA,CARROCERIAS BUSES,MARCOPOLO,7204,EN TAPA TORPEDO TAPA CILINDROS  TAPA ITINERARIO,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMARLAT0064.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMARLAT0064.jpg?alt=media
MARTEC0121,BASE CUPULA EXTRACTOR G6,UN,18990,3442.5,5637148433,5637148327,88611835/0008-03,Descontinuado,GENUINO,10030524_1,TECHO EXT,CARROCERIA EXTERNA,CARROCERIAS BUSES,MARCOPOLO,15624,NUEVA ( PARA CUPULA MARTEC0120 ),https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMARTEC0121.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMARTEC0121.jpg?alt=media
MG7LAT0020,ACABADO PUERTA SERVICIO VIAGGIO 900 G7,UN,31390,7289,5637148460,5637148334,88611835/0008-03,Descontinuado,GENUINO,10032283_1,PERFILES PVC,PERFILES,CARROCERIAS BUSES,MARCOPOLO,26000,EXTERNO,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7LAT0020.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7LAT0020.jpg?alt=media
MG7LAT0009,ACABADO LAT. EXT. CENTRAL DER. PTA. G7,UN,7190,4784,5637148460,5637148334,88611835/0008-03,Descontinuado,GENUINO,10032287_1,PERFILES PVC,PERFILES,CARROCERIAS BUSES,MARCOPOLO,12892,PARADISO 1200,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7LAT0009.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7LAT0009.jpg?alt=media
MG7LAT0010,TIARA LAT. EXT. CENTRAL CHOFER G7,UN,14790,4980,5637148460,5637148334,88611835/0008-03,Descontinuado,GENUINO,10032288_1,PERFILES PVC,PERFILES,CARROCERIAS BUSES,MARCOPOLO,13433,PARADISO 1200,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7LAT0010.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7LAT0010.jpg?alt=media
MG7VID0019,VIDRIO ULTIMO LI. PDSO 1050 G7,UN,302890,36048.4,5637148465,5637148335,411,Normal,OEM,10032905_1,VIDRIOS,VIDRIOS Y PARABRISAS DE BUSES,CARROCERIAS BUSES,VIDROFORTE,198036,ANCHO 1799 ALTO 1065,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/150%2FMG7VID0019.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/imagenimplementos.appspot.com/o/450%2FMG7VID0019.jpg?alt=media
